366921510,2024-01-01T00:00:00,34.53278,-120.93277,8.4,322.4,324.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:01:01,34.53475,-120.93436,8.4,325.2,323.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:02:06,34.53697,-120.93611,8.9,330.1,324.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:04:12,34.54121,-120.93952,8.3,329.9,324.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:05:15,34.54336,-120.94121,8.5,322.8,325.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:06:16,34.54537,-120.94289,8.4,324.1,323.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:03:11,34.53918,-120.93788,8.7,328.7,324.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:07:18,34.54742,-120.94452,8.7,325.0,323.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:08:21,34.54945,-120.94614,8.7,327.4,323.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:11:04,34.55476,-120.95045,8.7,327.4,323.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:10:01,34.55077,-120.94721,8.4,324.1,323.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:12:06,34.55684,-120.95216,8.8,325.1,324.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:13:08,34.55897,-120.95392,8.8,324.7,323.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:16:00,34.56269,-120.95709,8.7,327.9,325.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:17:02,34.56671,-120.96051,8.5,323.7,322.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:18:04,34.56875,-120.96226,8.7,323.2,322.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:19:06,34.57079,-120.96397,8.6,323.5,322.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:20:08,34.57279,-120.96574,8.6,327.6,323.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:21:11,34.57494,-120.96751,8.6,327.6,323.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:22:12,34.57690,-120.96918,8.6,322.1,322.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:14:11,34.56103,-120.95565,8.7,324.3,323.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:23:19,34.57908,-120.97107,8.8,327.6,323.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:25:21,34.58318,-120.97458,8.6,319.2,322.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:24:20,34.58113,-120.97281,8.8,321.9,322.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:26:22,34.58509,-120.97617,8.7,329.5,324.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:28:24,34.58919,-120.97956,9.0,324.8,324.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:30:28,34.59334,-120.98302,8.4,324.2,323.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:31:32,34.59553,-120.98478,8.9,330.2,324.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:32:37,34.59776,-120.98655,8.8,326.4,324.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:35:42,34.60398,-120.99156,9.0,331.8,324.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:27:23,34.58713,-120.97784,8.6,328.3,324.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:36:50,34.60622,-120.99343,8.4,324.4,322.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:38:59,34.61055,-120.99691,9.0,326.2,323.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:40:02,34.61263,-120.99862,8.4,321.8,324.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:29:27,34.59130,-120.98132,8.9,326.2,324.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:41:04,34.61468,-121.00032,8.3,323.6,323.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:46:15,34.62491,-121.00864,8.5,323.9,324.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:43:08,34.61882,-121.00367,8.6,326.0,323.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:42:07,34.61676,-121.00200,8.8,329.5,323.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:47:19,34.62694,-121.01032,8.5,327.4,324.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:33:39,34.59983,-120.98824,8.8,327.2,324.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:44:09,34.62080,-121.00531,8.8,326.3,322.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:37:52,34.60831,-120.99510,8.9,327.7,323.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:50:30,34.63316,-121.01555,8.5,319.4,324.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:52:34,34.63714,-121.01898,8.6,321.9,324.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:48:22,34.62898,-121.01205,8.3,322.9,324.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:51:32,34.63513,-121.01722,8.4,325.2,323.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:54:38,34.64114,-121.02249,8.6,325.6,323.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
366921510,2024-01-01T00:56:43,34.64527,-121.02617,8.9,323.9,323.0,SUN SPIRIT,IMO9085821,WDM6450,31,11,37,10,0.0,31,A
